method,gt,eta,seed,nfe,gen_ppl,entropy,num_unique,num_samples
eflm,sqrt,64.0,2,32,16112.5556640625,5.396895885467529,512,512
eflm,sqrt,64.0,3,32,9602.3720703125,5.328544616699219,512,512
eflm,sqrt,0.25,1,64,10.892366409301758,3.8118176460266113,512,512
eflm,sqrt,0.5,1,64,10.613472938537598,3.8261611461639404,512,512
eflm,sqrt,1.0,1,64,10.387591361999512,3.8513622283935547,512,512
eflm,sqrt,1.0,2,64,9.90218448638916,3.874326229095459,512,512
eflm,sqrt,1.0,3,64,10.186647415161133,3.8296005725860596,512,512
eflm,sqrt,2.0,1,64,9.909099578857422,3.8793599605560303,512,512
eflm,sqrt,2.0,2,64,9.608643531799316,3.9012534618377686,512,512
eflm,sqrt,2.0,3,64,9.831409454345703,3.862128257751465,512,512
eflm,sqrt,4.0,1,64,9.58224868774414,3.921161651611328,512,512
eflm,sqrt,4.0,2,64,9.491467475891113,3.950732469558716,512,512
eflm,sqrt,4.0,3,64,9.617167472839355,3.9084951877593994,512,512
eflm,sqrt,8.0,1,64,9.886176109313965,3.9854657649993896,512,512
eflm,sqrt,8.0,2,64,9.732712745666504,4.008575439453125,512,512
eflm,sqrt,8.0,3,64,9.713754653930664,3.974560022354126,512,512
eflm,sqrt,16.0,1,64,10.964545249938965,4.081588268280029,512,512
eflm,sqrt,16.0,2,64,10.740005493164062,4.109870433807373,512,512
eflm,sqrt,16.0,3,64,10.639314651489258,4.057823657989502,512,512
eflm,sqrt,32.0,1,64,14.229931831359863,4.220215797424316,512,512
eflm,sqrt,32.0,2,64,14.125409126281738,4.228437423706055,512,512
eflm,sqrt,32.0,3,64,13.51101016998291,4.177515983581543,512,512
eflm,sqrt,64.0,1,64,92.12525177001953,4.577699184417725,512,512
eflm,sqrt,64.0,2,64,97.23371124267578,4.5667219161987305,512,512
eflm,sqrt,64.0,3,64,82.88212585449219,4.527075290679932,512,512
eflm,sqrt,128.0,1,64,14304.99609375,5.391563415527344,512,512
eflm,sqrt,128.0,2,64,16010.9677734375,5.399305820465088,512,512
eflm,sqrt,128.0,3,64,9277.703125,5.323541641235352,512,512
eflm,sqrt,1.0,1,128,10.007363319396973,3.8514790534973145,512,512
eflm,sqrt,1.0,2,128,9.684173583984375,3.8639185428619385,512,512
eflm,sqrt,1.0,3,128,10.022919654846191,3.8309273719787598,512,512
eflm,sqrt,2.0,1,128,9.605916023254395,3.874582290649414,512,512
eflm,sqrt,2.0,2,128,9.36470890045166,3.894627332687378,512,512
eflm,sqrt,2.0,3,128,9.651111602783203,3.861677408218384,512,512
eflm,sqrt,4.0,1,128,9.312129020690918,3.920302629470825,512,512
eflm,sqrt,4.0,2,128,9.119264602661133,3.9369919300079346,512,512
eflm,sqrt,4.0,3,128,9.3429536819458,3.9108376502990723,512,512
eflm,sqrt,8.0,1,128,9.538596153259277,3.9838008880615234,512,512
eflm,sqrt,8.0,2,128,9.401801109313965,3.997446060180664,512,512
eflm,sqrt,8.0,3,128,9.279987335205078,3.965660333633423,512,512
eflm,sqrt,16.0,1,128,9.750682830810547,4.049096584320068,512,512
eflm,sqrt,16.0,2,128,9.658507347106934,4.0636162757873535,512,512
eflm,sqrt,16.0,3,128,9.642742156982422,4.028268814086914,512,512
eflm,sqrt,32.0,1,128,10.425880432128906,4.123743534088135,512,512
eflm,sqrt,32.0,2,128,10.291849136352539,4.1362080574035645,512,512
eflm,sqrt,32.0,3,128,10.2230224609375,4.093891143798828,512,512
eflm,sqrt,64.0,1,128,12.894148826599121,4.227024078369141,512,512
eflm,sqrt,64.0,2,128,12.91545295715332,4.234428405761719,512,512
eflm,sqrt,64.0,3,128,12.361163139343262,4.185413837432861,512,512
eflm,sqrt,128.0,1,128,82.06481170654297,4.571063995361328,512,512
eflm,sqrt,128.0,2,128,88.4809341430664,4.561694145202637,512,512
eflm,sqrt,128.0,3,128,71.61193084716797,4.524524688720703,512,512
eflm,sqrt,1.0,1,256,9.94942855834961,3.8515467643737793,512,512
eflm,sqrt,1.0,2,256,9.641448020935059,3.8801822662353516,512,512
eflm,sqrt,1.0,3,256,10.034671783447266,3.8463475704193115,512,512
eflm,sqrt,2.0,1,256,9.609033584594727,3.8775904178619385,512,512
eflm,sqrt,2.0,2,256,9.340283393859863,3.8976850509643555,512,512
eflm,sqrt,2.0,3,256,9.560945510864258,3.8673274517059326,512,512
eflm,sqrt,4.0,1,256,9.31076431274414,3.9184749126434326,512,512
eflm,sqrt,4.0,2,256,9.131247520446777,3.937345266342163,512,512
eflm,sqrt,4.0,3,256,9.268580436706543,3.9102232456207275,512,512
eflm,sqrt,8.0,1,256,9.26077651977539,3.9735703468322754,512,512
eflm,sqrt,8.0,2,256,9.178400039672852,4.000165939331055,512,512
eflm,sqrt,8.0,3,256,9.181472778320312,3.963238000869751,512,512
eflm,sqrt,16.0,1,256,9.31322193145752,4.024338245391846,512,512
eflm,sqrt,16.0,2,256,9.2269287109375,4.049002647399902,512,512
eflm,sqrt,16.0,3,256,9.342466354370117,4.019069194793701,512,512
eflm,sqrt,32.0,1,256,9.47480297088623,4.086612701416016,512,512
eflm,sqrt,32.0,2,256,9.473274230957031,4.111419677734375,512,512
eflm,sqrt,32.0,3,256,9.504010200500488,4.072567939758301,512,512
eflm,sqrt,64.0,1,256,9.998744010925293,4.134765625,512,512
eflm,sqrt,64.0,2,256,9.978877067565918,4.147613525390625,512,512
eflm,sqrt,64.0,3,256,9.778264999389648,4.105739593505859,512,512
eflm,sqrt,128.0,1,256,12.270358085632324,4.237226486206055,512,512
eflm,sqrt,128.0,2,256,12.043001174926758,4.235257148742676,512,512
eflm,sqrt,128.0,3,256,11.59267807006836,4.189925193786621,512,512
sfm,,nan,1,1,21.160383224487305,0.04568858817219734,1,512
sfm,,nan,2,1,21.160383224487305,0.04568858817219734,1,512
sfm,,nan,3,1,21.160383224487305,0.04568858817219734,1,512
sfm,,nan,1,4,30.757427215576172,3.8165273666381836,512,512
sfm,,nan,2,4,33.82559585571289,3.6985526084899902,512,512
sfm,,nan,3,4,31.420255661010742,3.796832323074341,512,512
sfm,,nan,1,8,18.02065086364746,3.9296278953552246,512,512
sfm,,nan,2,8,19.081817626953125,3.863581418991089,512,512
sfm,,nan,3,8,17.924713134765625,3.887558937072754,512,512
sfm,,nan,1,16,14.418572425842285,3.9661612510681152,512,512
sfm,,nan,2,16,14.81863784790039,3.9037365913391113,512,512
sfm,,nan,3,16,14.250295639038086,3.9261951446533203,512,512
sfm,,nan,1,32,12.911896705627441,3.975831985473633,512,512
sfm,,nan,2,32,13.279895782470703,3.9231584072113037,512,512
sfm,,nan,3,32,12.925670623779297,3.9449965953826904,512,512
sfm,,nan,1,64,12.154854774475098,3.9865622520446777,512,512
sfm,,nan,2,64,12.53727912902832,3.936189889907837,512,512
sfm,,nan,3,64,12.123960494995117,3.9508683681488037,512,512
sfm,,nan,1,128,11.81247329711914,3.9929256439208984,512,512
sfm,,nan,2,128,12.042943954467773,3.938206911087036,512,512
sfm,,nan,3,128,11.772863388061523,3.958064556121826,512,512
sfm,,nan,1,256,11.606882095336914,3.99800968170166,512,512
sfm,,nan,2,256,11.8226900100708,3.9416792392730713,512,512
sfm,,nan,3,256,11.56612777709961,3.9569151401519775,512,512
